serialNo,Supplier_NO.,OEM_NO.,Benchmark_NO.,car_brand,car_model,model_name_th,nickname,item_name,fitment_detail,brand,item_group,stock_uom
LM-0001366,GWMZ-39A,B6BF-15-010F,,MAZDA,323 PROTEGE,323โปรเทเจ้,โฉมปี 2000-2006,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001367,GWMZ-39A,B6BF-15-010F,,MAZDA,323 PROTEGE,323โปรเทเจ้,โฉมปี 2000-2006,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001368,GWMZ-39A,B6BF-15-010F,,MAZDA,323 PROTEGE,323โปรเทเจ้,โฉมปี 2000-2006,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001369,GWMZ-55A,ZL01-15-010A,,MAZDA,323 PROTEGE,323โปรเทเจ้,โฉมปี 2000-2006,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001370,GWMZ-39A,B6BF-15-010F,,MAZDA,323 PROTEGE,323โปรเทเจ้,โฉมปี 2000-2006,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001371,GWMZ-55A,ZL01-15-010A,,MAZDA,323 PROTEGE,323โปรเทเจ้,โฉมปี 2000-2006,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001372,GWMZ-31A,B3C7-15-010A,,MAZDA,323 PROTEGE,323โปรเทเจ้,โฉมปี 2000-2006,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001373,GWMZ-41A,FS01-15-010F,,MAZDA,323 PROTEGE,323โปรเทเจ้,โฉมปี 2000-2006,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001374,GWMZ-55A,ZL01-15-010A,,MAZDA,323 PROTEGE,323โปรเทเจ้,โฉมปี 2000-2006,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001375,GWMZ-55A,ZL01-15-010A,,MAZDA,323 PROTEGE,323โปรเทเจ้,โฉมปี 2000-2006,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001377,GWMZ-55A,ZL01-15-010A,,MAZDA,323 PROTEGE,323โปรเทเจ้,โฉมปี 2000-2006,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001378,GWMZ-31A,B3C7-15-010A,,MAZDA,323 PROTEGE,323โปรเทเจ้,โฉมปี 2000-2006,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001379,GWMZ-03A,NO DATA,,MAZDA,,,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001380,GWM-33A,ME993513,,MITSUBISHI,,,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001381,GWM-14A,MD030751,,MITSUBISHI,,,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001382,GWM-17A,MD030863,,MITSUBISHI,,,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001383,GWM-17A,MD030863,,MITSUBISHI,,,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001384,GWM-77A,"MD974649,MD997076,MD997609",,MITSUBISHI,,,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001385,GWM-32A,MD974748,,MITSUBISHI,CYCLONE,ไซโคลน,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001386,GWM-39A,MD974748,,MITSUBISHI,CYCLONE,ไซโคลน,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001387,GWM-12A, -,,MITSUBISHI,CYCLONE,ไซโคลน,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001388,GWM-32A,MD974748,,MITSUBISHI,CYCLONE,ไซโคลน,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001389,GWM-39A,MD974748,,MITSUBISHI,CYCLONE,ไซโคลน,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001390,GWM-12A, -,,MITSUBISHI,,,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001391,GWM-19A,MD974719,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001392,GWM-27A,MD997614,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001393,GWM-27A,MD997614,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001394,GWM-27A,MD997614,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001395,GWM-27A,MD997614,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001396,GWM-19A,MD974719,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001397,GWM-19A,MD974719,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001398,GWM-44A,MD972052,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001399,GWM-44A,MD972052,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001400,GWM-47A,MD179030,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001401,GWM-47A,MD300799,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001402,GWM-77A,MD974649,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001403,GWM-55A,MD302010,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001404,GWM-55A,MD302010,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001405,GWM-55A,MD302010,,MITSUBISHI,GALANT,กาแลนท์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001406,GWM-77A,MD974649,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001407,GWM-48A,"MD300802,MD971538,MD972050",,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001408,GWM-59A,MD309756,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001409,GWM-81A,1300A069,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001410,GWM-81A,1300A069,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001411,GWM-54A,MD370803,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001412,GWM-59A,MD309756,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001413,GWM-81A,1300A069,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001414,GWM-78A,1300A065,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001415,GWM-54A,MD370803,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001416,GWM-59A ,MD309756,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001417,GWM-59A,MD309756,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001418,GWM-59A,MD309756,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001419,GWM-93AM*,1300A083,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001420,GWM-93AM*,1300A083,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001421,GWM-81A,1300A069,,MITSUBISHI,LANCER,แลนเซอร์,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001422,GWM-77A,MD974649,,MITSUBISHI,,,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001423,GWM-77A,MD974649,,MITSUBISHI,,,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001424,GWM-23A,MD997615,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001425,GWM-23A,MD997615,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001426,GWM-39A,MD974748,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001427,GWM-39A,MD974748,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001428,GWM-52A,MD974999,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001429,GWM-52A ,MD974999,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001430,GWM-40A*,MD972004,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001431,GWM-52A,MD974999,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001432,GWM-32A,MD974748,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001433,GWM-39A,MD974748,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001434,GWM-57A,ME993473,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001435,GWM-57A,ME993473,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001436,GWM-60A,MD972440,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001437,GWM-52A ,MD974999,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001438,GWM-79A*,MD979171,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001439,GWM-57A,ME993473,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001440,GWM-79A*,MD979171,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001441,GWM-79A*,MD979171,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001442,GWM-79A*,MD979171,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001443,GWM-79A*,MD979171,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001444,GWM-79A*,MD979171,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001445,GWM-100A,1300A045,,MITSUBISHI,PAJERO,ปาเจโร่,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001446,GWM-32A,MD974748,,MITSUBISHI,STRADA,สตราด้า,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001447,GWM-39A,MD974748,,MITSUBISHI,STRADA,สตราด้า,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
LM-0001448,GWM-52A,MD974999,,MITSUBISHI,STRADA,สตราด้า,,ปั๊มน้ำ,,GMB,เทียบแท้เกรด B,ชิ้น
